date,class,counts
2018-11-11T05:00:00Z,pollen,21
2018-11-11T05:00:00Z,Polykrikos,13
2018-11-11T05:00:00Z,Prorocentrum,147
2018-11-11T05:00:00Z,Protoperidinium,64
2018-11-11T05:00:00Z,Protozoa,535790
2018-11-11T05:00:00Z,Pseudo-nitzschia,940
2018-11-11T05:00:00Z,Pyramimonas longicauda,8012
2018-11-11T05:00:00Z,Rhizosolenia,68
2018-11-11T05:00:00Z,Rhizosolenia delicatula,237
2018-11-11T05:00:00Z,Skeletonema,55281
2018-11-11T05:00:00Z,square unknown,135013
2018-11-11T05:00:00Z,Strobilidium,33
2018-11-11T05:00:00Z,Strombidium morphotype2,218
2018-11-11T05:00:00Z,Thalassionema,445
2018-11-11T05:00:00Z,Thalassiosira,46
2018-11-11T05:00:00Z,Tintinnina,34
2018-11-11T05:00:00Z,unclassified,261741
2018-11-11T05:00:00Z,unknown1,293
2018-11-11T05:00:00Z,unknown2,42291
2018-11-11T05:00:00Z,zooplankton,44
2018-11-18T05:00:00Z,Akashiwo,40
2018-11-18T05:00:00Z,Asterionella glacialis,286
2018-11-18T05:00:00Z,Bacillaria,43
2018-11-18T05:00:00Z,bead,69883
2018-11-18T05:00:00Z,bubble,1
2018-11-18T05:00:00Z,Cerataulina bergonii,95
2018-11-18T05:00:00Z,Ceratium,1
2018-11-18T05:00:00Z,Chrysochromulina lanceolata,10
2018-11-18T05:00:00Z,Ciliophora,2029
2018-11-18T05:00:00Z,Corethron hystrix,94
2018-11-18T05:00:00Z,Coscinodiscus,41
2018-11-18T05:00:00Z,Cryptophyta,30952
2018-11-18T05:00:00Z,Cylindrotheca,2429
2018-11-18T05:00:00Z,detritus,1185
2018-11-18T05:00:00Z,Dictyocha,19
2018-11-18T05:00:00Z,Dinobryon,587
2018-11-18T05:00:00Z,Dinophysis,71
2018-11-18T05:00:00Z,Ditylum brightwellii,77
2018-11-18T05:00:00Z,Eucampia,138
2018-11-18T05:00:00Z,Eucampia striata,78
2018-11-18T05:00:00Z,group chaetoceros curly,387
2018-11-18T05:00:00Z,group chaetoceros single cell,7799
2018-11-18T05:00:00Z,group chaetoceros straight,1491
2018-11-18T05:00:00Z,group pennate,9874
2018-11-18T05:00:00Z,Guinardia blavyana var. blavyana,63
2018-11-18T05:00:00Z,Gyrodinium,72
2018-11-18T05:00:00Z,Helicopsis,4
2018-11-18T05:00:00Z,Heterocapsa rotundata,16110
2018-11-18T05:00:00Z,Laboea strobila,3
2018-11-18T05:00:00Z,Leptocylindrus,18805
2018-11-18T05:00:00Z,Licmophora,192
2018-11-18T05:00:00Z,Margalefidinium,7
2018-11-18T05:00:00Z,Mesodinium,185
2018-11-18T05:00:00Z,Odontella,11
2018-11-18T05:00:00Z,Odontella mobiliensis,25
2018-11-18T05:00:00Z,Paralia sulcata,258
2018-11-18T05:00:00Z,Pleurosigma,738
2018-11-18T05:00:00Z,pollen,25
2018-11-18T05:00:00Z,Polykrikos,15
2018-11-18T05:00:00Z,Prorocentrum,167
2018-11-18T05:00:00Z,Protoperidinium,70
2018-11-18T05:00:00Z,Protozoa,390930
2018-11-18T05:00:00Z,Pseudo-nitzschia,516
2018-11-18T05:00:00Z,Pyramimonas longicauda,5987
2018-11-18T05:00:00Z,Rhizosolenia,84
2018-11-18T05:00:00Z,Rhizosolenia delicatula,402
2018-11-18T05:00:00Z,Skeletonema,55149
2018-11-18T05:00:00Z,square unknown,130759
2018-11-18T05:00:00Z,Strobilidium,31
2018-11-18T05:00:00Z,Strombidium morphotype2,205
2018-11-18T05:00:00Z,Thalassionema,347
2018-11-18T05:00:00Z,Thalassiosira,69
2018-11-18T05:00:00Z,Tintinnina,23
2018-11-18T05:00:00Z,unclassified,226012
2018-11-18T05:00:00Z,unknown1,282
2018-11-18T05:00:00Z,unknown2,42415
2018-11-18T05:00:00Z,zooplankton,30
2018-11-25T05:00:00Z,Akashiwo,45
2018-11-25T05:00:00Z,Asterionella glacialis,264
2018-11-25T05:00:00Z,Bacillaria,56
2018-11-25T05:00:00Z,bead,57243
2018-11-25T05:00:00Z,Cerataulina bergonii,80
2018-11-25T05:00:00Z,Ceratium,2
2018-11-25T05:00:00Z,Chrysochromulina lanceolata,5
2018-11-25T05:00:00Z,Ciliophora,3776
2018-11-25T05:00:00Z,Corethron hystrix,53
2018-11-25T05:00:00Z,Coscinodiscus,38
2018-11-25T05:00:00Z,Cryptophyta,36617
2018-11-25T05:00:00Z,Cylindrotheca,2698
2018-11-25T05:00:00Z,detritus,2172
2018-11-25T05:00:00Z,Dictyocha,10
2018-11-25T05:00:00Z,Dinobryon,505
2018-11-25T05:00:00Z,Dinophysis,83
2018-11-25T05:00:00Z,Ditylum brightwellii,42
2018-11-25T05:00:00Z,Eucampia,129
2018-11-25T05:00:00Z,Eucampia striata,34
2018-11-25T05:00:00Z,group chaetoceros curly,204
2018-11-25T05:00:00Z,group chaetoceros single cell,7694
2018-11-25T05:00:00Z,group chaetoceros straight,1159
2018-11-25T05:00:00Z,group pennate,12003
2018-11-25T05:00:00Z,Guinardia blavyana var. blavyana,23
2018-11-25T05:00:00Z,Gyrodinium,87
2018-11-25T05:00:00Z,Helicopsis,5
2018-11-25T05:00:00Z,Heterocapsa rotundata,14688
2018-11-25T05:00:00Z,Laboea strobila,4
2018-11-25T05:00:00Z,Leptocylindrus,25353
2018-11-25T05:00:00Z,Licmophora,311
2018-11-25T05:00:00Z,Margalefidinium,17
2018-11-25T05:00:00Z,Mesodinium,219
2018-11-25T05:00:00Z,Odontella,12
2018-11-25T05:00:00Z,Odontella mobiliensis,11
2018-11-25T05:00:00Z,Paralia sulcata,322
2018-11-25T05:00:00Z,Pleurosigma,782
2018-11-25T05:00:00Z,pollen,62
2018-11-25T05:00:00Z,Polykrikos,7
2018-11-25T05:00:00Z,Prorocentrum,105
2018-11-25T05:00:00Z,Protoperidinium,85
2018-11-25T05:00:00Z,Protozoa,348326
2018-11-25T05:00:00Z,Pseudo-nitzschia,366
2018-11-25T05:00:00Z,Pyramimonas longicauda,9361
2018-11-25T05:00:00Z,Rhizosolenia,69
2018-11-25T05:00:00Z,Rhizosolenia delicatula,363
2018-11-25T05:00:00Z,Skeletonema,65767
2018-11-25T05:00:00Z,square unknown,114391
2018-11-25T05:00:00Z,Strobilidium,33
2018-11-25T05:00:00Z,Strombidium morphotype2,266
2018-11-25T05:00:00Z,Thalassionema,311
2018-11-25T05:00:00Z,Thalassiosira,96
2018-11-25T05:00:00Z,Tintinnina,25
2018-11-25T05:00:00Z,unclassified,218642
2018-11-25T05:00:00Z,unknown1,244
2018-11-25T05:00:00Z,unknown2,34915
2018-11-25T05:00:00Z,zooplankton,27
2018-12-02T05:00:00Z,Akashiwo,36
2018-12-02T05:00:00Z,Asterionella glacialis,161
2018-12-02T05:00:00Z,Bacillaria,31
2018-12-02T05:00:00Z,bead,56124
2018-12-02T05:00:00Z,Cerataulina bergonii,138
2018-12-02T05:00:00Z,Ceratium,2
2018-12-02T05:00:00Z,Chrysochromulina lanceolata,7
2018-12-02T05:00:00Z,Ciliophora,2830
2018-12-02T05:00:00Z,Corethron hystrix,53
2018-12-02T05:00:00Z,Coscinodiscus,71
2018-12-02T05:00:00Z,Cryptophyta,53766
2018-12-02T05:00:00Z,Cylindrotheca,3025
2018-12-02T05:00:00Z,detritus,1274
2018-12-02T05:00:00Z,Dictyocha,16
2018-12-02T05:00:00Z,Dinobryon,561
2018-12-02T05:00:00Z,Dinophysis,84
2018-12-02T05:00:00Z,Ditylum brightwellii,48
2018-12-02T05:00:00Z,Eucampia,100
2018-12-02T05:00:00Z,Eucampia striata,14
2018-12-02T05:00:00Z,group chaetoceros curly,181
2018-12-02T05:00:00Z,group chaetoceros single cell,8946
2018-12-02T05:00:00Z,group chaetoceros straight,1187
2018-12-02T05:00:00Z,group pennate,10602
2018-12-02T05:00:00Z,Guinardia blavyana var. blavyana,125
2018-12-02T05:00:00Z,Gyrodinium,64
2018-12-02T05:00:00Z,Heterocapsa rotundata,19872
2018-12-02T05:00:00Z,Laboea strobila,11
2018-12-02T05:00:00Z,Leptocylindrus,69915
2018-12-02T05:00:00Z,Licmophora,199
2018-12-02T05:00:00Z,Margalefidinium,9
2018-12-02T05:00:00Z,Mesodinium,207
2018-12-02T05:00:00Z,Odontella,16
2018-12-02T05:00:00Z,Odontella mobiliensis,2
2018-12-02T05:00:00Z,Paralia sulcata,240
2018-12-02T05:00:00Z,Pleurosigma,484
2018-12-02T05:00:00Z,pollen,34
2018-12-02T05:00:00Z,Polykrikos,5
2018-12-02T05:00:00Z,Prorocentrum,56
2018-12-02T05:00:00Z,Protoperidinium,57
2018-12-02T05:00:00Z,Protozoa,334538
2018-12-02T05:00:00Z,Pseudo-nitzschia,300
2018-12-02T05:00:00Z,Pyramimonas longicauda,7245
2018-12-02T05:00:00Z,Rhizosolenia,45
2018-12-02T05:00:00Z,Rhizosolenia delicatula,263
2018-12-02T05:00:00Z,Skeletonema,139352
2018-12-02T05:00:00Z,square unknown,121764
2018-12-02T05:00:00Z,Strobilidium,52
2018-12-02T05:00:00Z,Strombidium morphotype2,385
2018-12-02T05:00:00Z,Thalassionema,167
2018-12-02T05:00:00Z,Thalassiosira,96
2018-12-02T05:00:00Z,Tintinnina,19
2018-12-02T05:00:00Z,unclassified,242547
2018-12-02T05:00:00Z,unknown1,161
2018-12-02T05:00:00Z,unknown2,36583
2018-12-02T05:00:00Z,zooplankton,25
2018-12-09T05:00:00Z,Akashiwo,31
2018-12-09T05:00:00Z,Asterionella glacialis,129
2018-12-09T05:00:00Z,Bacillaria,65
2018-12-09T05:00:00Z,bead,51715
2018-12-09T05:00:00Z,bubble,1
2018-12-09T05:00:00Z,Cerataulina bergonii,490
2018-12-09T05:00:00Z,Ceratium,2
2018-12-09T05:00:00Z,Chrysochromulina lanceolata,5
2018-12-09T05:00:00Z,Ciliophora,1930
2018-12-09T05:00:00Z,Corethron hystrix,80
2018-12-09T05:00:00Z,Coscinodiscus,36
2018-12-09T05:00:00Z,Cryptophyta,46111
2018-12-09T05:00:00Z,Cylindrotheca,8263
2018-12-09T05:00:00Z,detritus,998
2018-12-09T05:00:00Z,Dictyocha,20
2018-12-09T05:00:00Z,Dinobryon,1548
2018-12-09T05:00:00Z,Dinophysis,61
2018-12-09T05:00:00Z,Ditylum brightwellii,42
2018-12-09T05:00:00Z,Eucampia,95
2018-12-09T05:00:00Z,Eucampia striata,11
2018-12-09T05:00:00Z,group chaetoceros curly,177
2018-12-09T05:00:00Z,group chaetoceros single cell,12195
2018-12-09T05:00:00Z,group chaetoceros straight,1703
2018-12-09T05:00:00Z,group pennate,15856
2018-12-09T05:00:00Z,Guinardia blavyana var. blavyana,1171
2018-12-09T05:00:00Z,Gyrodinium,60
2018-12-09T05:00:00Z,Heterocapsa rotundata,25950
2018-12-09T05:00:00Z,Laboea strobila,15
2018-12-09T05:00:00Z,Leptocylindrus,323186
2018-12-09T05:00:00Z,Licmophora,235
2018-12-09T05:00:00Z,Margalefidinium,7
2018-12-09T05:00:00Z,Mesodinium,200
2018-12-09T05:00:00Z,Odontella,15
2018-12-09T05:00:00Z,Paralia sulcata,132
2018-12-09T05:00:00Z,Pleurosigma,247
2018-12-09T05:00:00Z,pollen,15
2018-12-09T05:00:00Z,Prorocentrum,53
2018-12-09T05:00:00Z,Protoperidinium,52
2018-12-09T05:00:00Z,Protozoa,234525
2018-12-09T05:00:00Z,Pseudo-nitzschia,412
2018-12-09T05:00:00Z,Pyramimonas longicauda,6030
2018-12-09T05:00:00Z,Rhizosolenia,38
2018-12-09T05:00:00Z,Rhizosolenia delicatula,207
2018-12-09T05:00:00Z,Skeletonema,328494
2018-12-09T05:00:00Z,square unknown,113568
2018-12-09T05:00:00Z,Strobilidium,45
2018-12-09T05:00:00Z,Strombidium morphotype2,391
2018-12-09T05:00:00Z,Thalassionema,90
2018-12-09T05:00:00Z,Thalassiosira,217
2018-12-09T05:00:00Z,Tintinnina,17
2018-12-09T05:00:00Z,unclassified,258700
2018-12-09T05:00:00Z,unknown1,86
2018-12-09T05:00:00Z,unknown2,44676
2018-12-09T05:00:00Z,zooplankton,39
2018-12-16T05:00:00Z,Akashiwo,95
2018-12-16T05:00:00Z,Asterionella glacialis,172
2018-12-16T05:00:00Z,Bacillaria,289
2018-12-16T05:00:00Z,bad,1
2018-12-16T05:00:00Z,bead,47339
2018-12-16T05:00:00Z,bubble,2
2018-12-16T05:00:00Z,Cerataulina bergonii,248
2018-12-16T05:00:00Z,Ceratium,7
2018-12-16T05:00:00Z,Chrysochromulina lanceolata,6
2018-12-16T05:00:00Z,Ciliophora,6250
2018-12-16T05:00:00Z,Corethron hystrix,97
2018-12-16T05:00:00Z,Coscinodiscus,188
2018-12-16T05:00:00Z,Cryptophyta,23098
2018-12-16T05:00:00Z,Cylindrotheca,21954
2018-12-16T05:00:00Z,detritus,3636
2018-12-16T05:00:00Z,Dictyocha,21
2018-12-16T05:00:00Z,Dinobryon,3790
2018-12-16T05:00:00Z,Dinophysis,178
2018-12-16T05:00:00Z,Ditylum brightwellii,73
2018-12-16T05:00:00Z,Eucampia,370
2018-12-16T05:00:00Z,Eucampia striata,29
2018-12-16T05:00:00Z,group chaetoceros curly,310
2018-12-16T05:00:00Z,group chaetoceros single cell,10902
2018-12-16T05:00:00Z,group chaetoceros straight,2670
2018-12-16T05:00:00Z,group pennate,39688
2018-12-16T05:00:00Z,Guinardia blavyana var. blavyana,1061
2018-12-16T05:00:00Z,Gyrodinium,139
2018-12-16T05:00:00Z,Helicopsis,12
2018-12-16T05:00:00Z,Heterocapsa rotundata,16305
2018-12-16T05:00:00Z,Laboea strobila,7
2018-12-16T05:00:00Z,Leptocylindrus,253765
2018-12-16T05:00:00Z,Licmophora,796
2018-12-16T05:00:00Z,Margalefidinium,15
2018-12-16T05:00:00Z,Mesodinium,301
2018-12-16T05:00:00Z,Odontella,52
2018-12-16T05:00:00Z,Odontella mobiliensis,6
2018-12-16T05:00:00Z,Paralia sulcata,321
2018-12-16T05:00:00Z,Pleurosigma,645
2018-12-16T05:00:00Z,pollen,60
2018-12-16T05:00:00Z,Polykrikos,21
2018-12-16T05:00:00Z,Prorocentrum,228
2018-12-16T05:00:00Z,Protoperidinium,149
2018-12-16T05:00:00Z,Protozoa,216361
2018-12-16T05:00:00Z,Pseudo-nitzschia,295
2018-12-16T05:00:00Z,Pyramimonas longicauda,16497
2018-12-16T05:00:00Z,Rhizosolenia,66
2018-12-16T05:00:00Z,Rhizosolenia delicatula,240
2018-12-16T05:00:00Z,Skeletonema,476229
2018-12-16T05:00:00Z,square unknown,109812
2018-12-16T05:00:00Z,Strobilidium,64
2018-12-16T05:00:00Z,Strombidium morphotype2,687
2018-12-16T05:00:00Z,Thalassionema,135
2018-12-16T05:00:00Z,Thalassiosira,401
2018-12-16T05:00:00Z,Tintinnina,53
2018-12-16T05:00:00Z,unclassified,325965
2018-12-16T05:00:00Z,unknown1,286
2018-12-16T05:00:00Z,unknown2,51421
2018-12-16T05:00:00Z,zooplankton,85
2018-12-23T05:00:00Z,Akashiwo,148
2018-12-23T05:00:00Z,Asterionella glacialis,176
2018-12-23T05:00:00Z,Bacillaria,240
2018-12-23T05:00:00Z,bead,43281
2018-12-23T05:00:00Z,bubble,1
2018-12-23T05:00:00Z,Cerataulina bergonii,113
2018-12-23T05:00:00Z,Ceratium,2
2018-12-23T05:00:00Z,Chrysochromulina lanceolata,4
2018-12-23T05:00:00Z,Ciliophora,4933
2018-12-23T05:00:00Z,Corethron hystrix,85
2018-12-23T05:00:00Z,Coscinodiscus,308
2018-12-23T05:00:00Z,Cryptophyta,21982
2018-12-23T05:00:00Z,Cylindrotheca,30074
2018-12-23T05:00:00Z,detritus,2441
2018-12-23T05:00:00Z,Dictyocha,17
2018-12-23T05:00:00Z,Dinobryon,2190
2018-12-23T05:00:00Z,Dinophysis,133
2018-12-23T05:00:00Z,Ditylum brightwellii,58
2018-12-23T05:00:00Z,Eucampia,307
2018-12-23T05:00:00Z,Eucampia striata,15
2018-12-23T05:00:00Z,group chaetoceros curly,301
2018-12-23T05:00:00Z,group chaetoceros single cell,8004
2018-12-23T05:00:00Z,group chaetoceros straight,2064
2018-12-23T05:00:00Z,group pennate,72037
2018-12-23T05:00:00Z,Guinardia blavyana var. blavyana,190
2018-12-23T05:00:00Z,Gyrodinium,144
2018-12-23T05:00:00Z,Helicopsis,2
2018-12-23T05:00:00Z,Heterocapsa rotundata,8443
2018-12-23T05:00:00Z,Laboea strobila,7
2018-12-23T05:00:00Z,Leptocylindrus,63657
2018-12-23T05:00:00Z,Licmophora,708
2018-12-23T05:00:00Z,Margalefidinium,21
2018-12-23T05:00:00Z,Mesodinium,292
2018-12-23T05:00:00Z,Odontella,41
2018-12-23T05:00:00Z,Odontella mobiliensis,4
2018-12-23T05:00:00Z,Paralia sulcata,475
2018-12-23T05:00:00Z,Pleurosigma,605
2018-12-23T05:00:00Z,pollen,93
2018-12-23T05:00:00Z,Polykrikos,18
2018-12-23T05:00:00Z,Prorocentrum,217
2018-12-23T05:00:00Z,Protoperidinium,107
2018-12-23T05:00:00Z,Protozoa,440289
2018-12-23T05:00:00Z,Pseudo-nitzschia,133
2018-12-23T05:00:00Z,Pyramimonas longicauda,14479
2018-12-23T05:00:00Z,Rhizosolenia,46
2018-12-23T05:00:00Z,Rhizosolenia delicatula,230
2018-12-23T05:00:00Z,Skeletonema,352736
2018-12-23T05:00:00Z,square unknown,112231
2018-12-23T05:00:00Z,Strobilidium,18
2018-12-23T05:00:00Z,Strombidium morphotype2,459
2018-12-23T05:00:00Z,Thalassionema,94
2018-12-23T05:00:00Z,Thalassiosira,311
2018-12-23T05:00:00Z,Tintinnina,88
2018-12-23T05:00:00Z,unclassified,349319
2018-12-23T05:00:00Z,unknown1,279
2018-12-23T05:00:00Z,unknown2,54887
2018-12-23T05:00:00Z,zooplankton,42
2018-12-30T05:00:00Z,Akashiwo,100
2018-12-30T05:00:00Z,Asterionella glacialis,96
2018-12-30T05:00:00Z,Bacillaria,164
2018-12-30T05:00:00Z,bad,1
2018-12-30T05:00:00Z,bead,26991
2018-12-30T05:00:00Z,bubble,2
2018-12-30T05:00:00Z,Cerataulina bergonii,51
2018-12-30T05:00:00Z,Chrysochromulina lanceolata,2
2018-12-30T05:00:00Z,Ciliophora,2558
2018-12-30T05:00:00Z,Corethron hystrix,67
2018-12-30T05:00:00Z,Coscinodiscus,277
2018-12-30T05:00:00Z,Cryptophyta,31982
2018-12-30T05:00:00Z,Cylindrotheca,10350
2018-12-30T05:00:00Z,detritus,2105
2018-12-30T05:00:00Z,Dictyocha,12
2018-12-30T05:00:00Z,Dinobryon,1048
2018-12-30T05:00:00Z,Dinophysis,111
2018-12-30T05:00:00Z,Ditylum brightwellii,73
2018-12-30T05:00:00Z,Eucampia,272
2018-12-30T05:00:00Z,Eucampia striata,22
2018-12-30T05:00:00Z,group chaetoceros curly,398
2018-12-30T05:00:00Z,group chaetoceros single cell,5162
2018-12-30T05:00:00Z,group chaetoceros straight,1087
2018-12-30T05:00:00Z,group pennate,30689
2018-12-30T05:00:00Z,Guinardia blavyana var. blavyana,58
2018-12-30T05:00:00Z,Gyrodinium,111
2018-12-30T05:00:00Z,Heterocapsa rotundata,8332
2018-12-30T05:00:00Z,Laboea strobila,7
2018-12-30T05:00:00Z,Leptocylindrus,16271
2018-12-30T05:00:00Z,Licmophora,429
2018-12-30T05:00:00Z,Margalefidinium,11
2018-12-30T05:00:00Z,Mesodinium,238
2018-12-30T05:00:00Z,Odontella,42
2018-12-30T05:00:00Z,Odontella mobiliensis,4
2018-12-30T05:00:00Z,Paralia sulcata,232
2018-12-30T05:00:00Z,Pleurosigma,363
2018-12-30T05:00:00Z,pollen,48
2018-12-30T05:00:00Z,Polykrikos,29
2018-12-30T05:00:00Z,Prorocentrum,74
2018-12-30T05:00:00Z,Protoperidinium,57
2018-12-30T05:00:00Z,Protozoa,273666
2018-12-30T05:00:00Z,Pseudo-nitzschia,73
2018-12-30T05:00:00Z,Pyramimonas longicauda,6427
2018-12-30T05:00:00Z,Rhizosolenia,41
2018-12-30T05:00:00Z,Rhizosolenia delicatula,157
2018-12-30T05:00:00Z,Skeletonema,96339
2018-12-30T05:00:00Z,square unknown,52111
2018-12-30T05:00:00Z,Strobilidium,34
2018-12-30T05:00:00Z,Strombidium morphotype2,563
2018-12-30T05:00:00Z,Thalassionema,41
2018-12-30T05:00:00Z,Thalassiosira,662
2018-12-30T05:00:00Z,Tintinnina,116
2018-12-30T05:00:00Z,unclassified,193953
2018-12-30T05:00:00Z,unknown1,235
2018-12-30T05:00:00Z,unknown2,34255
2018-12-30T05:00:00Z,zooplankton,47
2019-01-06T05:00:00Z,Akashiwo,120
2019-01-06T05:00:00Z,Asterionella glacialis,84
2019-01-06T05:00:00Z,Bacillaria,139
2019-01-06T05:00:00Z,bead,37087
2019-01-06T05:00:00Z,bubble,3
2019-01-06T05:00:00Z,Cerataulina bergonii,45
2019-01-06T05:00:00Z,Ceratium,6
2019-01-06T05:00:00Z,Chrysochromulina lanceolata,4
2019-01-06T05:00:00Z,Ciliophora,2539
2019-01-06T05:00:00Z,Corethron hystrix,64
2019-01-06T05:00:00Z,Coscinodiscus,298
2019-01-06T05:00:00Z,Cryptophyta,82737
2019-01-06T05:00:00Z,Cylindrotheca,2483
2019-01-06T05:00:00Z,detritus,1974
2019-01-06T05:00:00Z,Dictyocha,18
2019-01-06T05:00:00Z,Dinobryon,710
2019-01-06T05:00:00Z,Dinophysis,80
2019-01-06T05:00:00Z,Ditylum brightwellii,62
2019-01-06T05:00:00Z,Eucampia,199
2019-01-06T05:00:00Z,Eucampia striata,24
2019-01-06T05:00:00Z,group chaetoceros curly,314
2019-01-06T05:00:00Z,group chaetoceros single cell,5599
2019-01-06T05:00:00Z,group chaetoceros straight,796
2019-01-06T05:00:00Z,group pennate,12247
2019-01-06T05:00:00Z,Guinardia blavyana var. blavyana,10
2019-01-06T05:00:00Z,Gyrodinium,136
2019-01-06T05:00:00Z,Helicopsis,3
2019-01-06T05:00:00Z,Heterocapsa rotundata,27410
2019-01-06T05:00:00Z,Laboea strobila,21
2019-01-06T05:00:00Z,Leptocylindrus,4198
2019-01-06T05:00:00Z,Licmophora,333
2019-01-06T05:00:00Z,Margalefidinium,15
2019-01-06T05:00:00Z,Mesodinium,318
2019-01-06T05:00:00Z,Odontella,81
2019-01-06T05:00:00Z,Paralia sulcata,197
2019-01-06T05:00:00Z,Pleurosigma,241
2019-01-06T05:00:00Z,pollen,42
2019-01-06T05:00:00Z,Polykrikos,24
2019-01-06T05:00:00Z,Prorocentrum,74
2019-01-06T05:00:00Z,Protoperidinium,47
2019-01-06T05:00:00Z,Protozoa,290640
2019-01-06T05:00:00Z,Pseudo-nitzschia,44
2019-01-06T05:00:00Z,Pyramimonas longicauda,4865
2019-01-06T05:00:00Z,Rhizosolenia,34
2019-01-06T05:00:00Z,Rhizosolenia delicatula,163
2019-01-06T05:00:00Z,Skeletonema,21258
2019-01-06T05:00:00Z,square unknown,52035
2019-01-06T05:00:00Z,Strobilidium,122
2019-01-06T05:00:00Z,Strombidium morphotype2,463
2019-01-06T05:00:00Z,Thalassionema,35
2019-01-06T05:00:00Z,Thalassiosira,1633
2019-01-06T05:00:00Z,Tintinnina,78
2019-01-06T05:00:00Z,unclassified,207685
2019-01-06T05:00:00Z,unknown1,165
2019-01-06T05:00:00Z,unknown2,39068
2019-01-06T05:00:00Z,zooplankton,57
2019-01-13T05:00:00Z,Akashiwo,88
2019-01-13T05:00:00Z,Asterionella glacialis,102
2019-01-13T05:00:00Z,Bacillaria,297
2019-01-13T05:00:00Z,bead,48151
2019-01-13T05:00:00Z,Cerataulina bergonii,24
2019-01-13T05:00:00Z,Ceratium,4
2019-01-13T05:00:00Z,Ciliophora,1867
2019-01-13T05:00:00Z,Corethron hystrix,178
2019-01-13T05:00:00Z,Coscinodiscus,141
2019-01-13T05:00:00Z,Cryptophyta,104070
2019-01-13T05:00:00Z,Cylindrotheca,2622
2019-01-13T05:00:00Z,detritus,1385
2019-01-13T05:00:00Z,Dictyocha,25
2019-01-13T05:00:00Z,Dinobryon,337
2019-01-13T05:00:00Z,Dinophysis,130
2019-01-13T05:00:00Z,Ditylum brightwellii,70
2019-01-13T05:00:00Z,Eucampia,108
2019-01-13T05:00:00Z,Eucampia striata,47
2019-01-13T05:00:00Z,group chaetoceros curly,472
2019-01-13T05:00:00Z,group chaetoceros single cell,8465
2019-01-13T05:00:00Z,group chaetoceros straight,767
2019-01-13T05:00:00Z,group pennate,12057
2019-01-13T05:00:00Z,Guinardia blavyana var. blavyana,17
2019-01-13T05:00:00Z,Gyrodinium,105
2019-01-13T05:00:00Z,Helicopsis,1
2019-01-13T05:00:00Z,Heterocapsa rotundata,48791
2019-01-13T05:00:00Z,Laboea strobila,14
2019-01-13T05:00:00Z,Leptocylindrus,3132
2019-01-13T05:00:00Z,Licmophora,575
2019-01-13T05:00:00Z,Margalefidinium,13
2019-01-13T05:00:00Z,Mesodinium,328
2019-01-13T05:00:00Z,Odontella,163
2019-01-13T05:00:00Z,Odontella mobiliensis,1
2019-01-13T05:00:00Z,Paralia sulcata,411
2019-01-13T05:00:00Z,Pleurosigma,243
2019-01-13T05:00:00Z,pollen,48
2019-01-13T05:00:00Z,Polykrikos,95
2019-01-13T05:00:00Z,Prorocentrum,128
2019-01-13T05:00:00Z,Protoperidinium,52
2019-01-13T05:00:00Z,Protozoa,241248
2019-01-13T05:00:00Z,Pseudo-nitzschia,108
2019-01-13T05:00:00Z,Pyramimonas longicauda,3942
2019-01-13T05:00:00Z,Rhizosolenia,29
2019-01-13T05:00:00Z,Rhizosolenia delicatula,166
2019-01-13T05:00:00Z,Skeletonema,11965
2019-01-13T05:00:00Z,square unknown,57762
2019-01-13T05:00:00Z,Strobilidium,70
2019-01-13T05:00:00Z,Strombidium morphotype2,505
2019-01-13T05:00:00Z,Thalassionema,35
2019-01-13T05:00:00Z,Thalassiosira,10243
2019-01-13T05:00:00Z,Tintinnina,78
2019-01-13T05:00:00Z,unclassified,242575
2019-01-13T05:00:00Z,unknown1,123
2019-01-13T05:00:00Z,unknown2,46166
2019-01-13T05:00:00Z,zooplankton,93
2019-01-20T05:00:00Z,Akashiwo,88
2019-01-20T05:00:00Z,Asterionella glacialis,75
2019-01-20T05:00:00Z,Bacillaria,490
2019-01-20T05:00:00Z,bad,1
2019-01-20T05:00:00Z,bead,22643
2019-01-20T05:00:00Z,bubble,2
2019-01-20T05:00:00Z,Cerataulina bergonii,31
2019-01-20T05:00:00Z,Ceratium,4
2019-01-20T05:00:00Z,Chrysochromulina lanceolata,3
2019-01-20T05:00:00Z,Ciliophora,2796
2019-01-20T05:00:00Z,Corethron hystrix,143
2019-01-20T05:00:00Z,Coscinodiscus,72
2019-01-20T05:00:00Z,Cryptophyta,21035
2019-01-20T05:00:00Z,Cylindrotheca,2715
2019-01-20T05:00:00Z,detritus,1594
2019-01-20T05:00:00Z,Dictyocha,23
2019-01-20T05:00:00Z,Dinobryon,373
2019-01-20T05:00:00Z,Dinophysis,127
2019-01-20T05:00:00Z,Ditylum brightwellii,26
2019-01-20T05:00:00Z,Eucampia,135
2019-01-20T05:00:00Z,Eucampia striata,26
2019-01-20T05:00:00Z,group chaetoceros curly,297
2019-01-20T05:00:00Z,group chaetoceros single cell,4323
2019-01-20T05:00:00Z,group chaetoceros straight,772
2019-01-20T05:00:00Z,group pennate,16631
2019-01-20T05:00:00Z,Guinardia blavyana var. blavyana,19
2019-01-20T05:00:00Z,Gyrodinium,40
2019-01-20T05:00:00Z,Helicopsis,5
2019-01-20T05:00:00Z,Heterocapsa rotundata,10478
