date,class,counts
2018-05-13T05:00:00Z,Coscinodiscus,6
2018-05-13T05:00:00Z,Cryptophyta,12819
2018-05-13T05:00:00Z,Cylindrotheca,10885
2018-05-13T05:00:00Z,detritus,3019
2018-05-13T05:00:00Z,Dictyocha,51
2018-05-13T05:00:00Z,Dinobryon,664
2018-05-13T05:00:00Z,Dinophysis,325
2018-05-13T05:00:00Z,Ditylum brightwellii,119
2018-05-13T05:00:00Z,Eucampia,388
2018-05-13T05:00:00Z,Eucampia striata,10
2018-05-13T05:00:00Z,group chaetoceros curly,512
2018-05-13T05:00:00Z,group chaetoceros single cell,4892
2018-05-13T05:00:00Z,group chaetoceros straight,1218
2018-05-13T05:00:00Z,group pennate,13453
2018-05-13T05:00:00Z,Guinardia blavyana var. blavyana,90
2018-05-13T05:00:00Z,Gyrodinium,851
2018-05-13T05:00:00Z,Helicopsis,12
2018-05-13T05:00:00Z,Heterocapsa rotundata,12500
2018-05-13T05:00:00Z,Laboea strobila,82
2018-05-13T05:00:00Z,Leptocylindrus,961
2018-05-13T05:00:00Z,Licmophora,1747
2018-05-13T05:00:00Z,Margalefidinium,30
2018-05-13T05:00:00Z,Mesodinium,326
2018-05-13T05:00:00Z,Odontella,5
2018-05-13T05:00:00Z,Paralia sulcata,82
2018-05-13T05:00:00Z,Pleurosigma,156
2018-05-13T05:00:00Z,pollen,31
2018-05-13T05:00:00Z,Polykrikos,44
2018-05-13T05:00:00Z,Prorocentrum,781
2018-05-13T05:00:00Z,Protoperidinium,223
2018-05-13T05:00:00Z,Protozoa,388715
2018-05-13T05:00:00Z,Pseudo-nitzschia,390
2018-05-13T05:00:00Z,Pyramimonas longicauda,10888
2018-05-13T05:00:00Z,Rhizosolenia,8
2018-05-13T05:00:00Z,Rhizosolenia delicatula,29
2018-05-13T05:00:00Z,Skeletonema,12137
2018-05-13T05:00:00Z,square unknown,159912
2018-05-13T05:00:00Z,Strobilidium,168
2018-05-13T05:00:00Z,Strombidium morphotype2,240
2018-05-13T05:00:00Z,Thalassionema,26
2018-05-13T05:00:00Z,Thalassiosira,178
2018-05-13T05:00:00Z,Tintinnina,14
2018-05-13T05:00:00Z,unclassified,307541
2018-05-13T05:00:00Z,unknown1,47
2018-05-13T05:00:00Z,unknown2,99552
2018-05-13T05:00:00Z,zooplankton,29
2018-05-20T05:00:00Z,Akashiwo,22
2018-05-20T05:00:00Z,Asterionella glacialis,44
2018-05-20T05:00:00Z,Bacillaria,94
2018-05-20T05:00:00Z,bead,146836
2018-05-20T05:00:00Z,Cerataulina bergonii,34
2018-05-20T05:00:00Z,Ceratium,6
2018-05-20T05:00:00Z,Chrysochromulina lanceolata,1
2018-05-20T05:00:00Z,Ciliophora,8623
2018-05-20T05:00:00Z,Corethron hystrix,74
2018-05-20T05:00:00Z,Coscinodiscus,11
2018-05-20T05:00:00Z,Cryptophyta,9622
2018-05-20T05:00:00Z,Cylindrotheca,12742
2018-05-20T05:00:00Z,detritus,3660
2018-05-20T05:00:00Z,Dictyocha,33
2018-05-20T05:00:00Z,Dinobryon,386
2018-05-20T05:00:00Z,Dinophysis,391
2018-05-20T05:00:00Z,Ditylum brightwellii,55
2018-05-20T05:00:00Z,Eucampia,285
2018-05-20T05:00:00Z,Eucampia striata,6
2018-05-20T05:00:00Z,group chaetoceros curly,272
2018-05-20T05:00:00Z,group chaetoceros single cell,6980
2018-05-20T05:00:00Z,group chaetoceros straight,1851
2018-05-20T05:00:00Z,group pennate,14215
2018-05-20T05:00:00Z,Guinardia blavyana var. blavyana,15
2018-05-20T05:00:00Z,Gyrodinium,172
2018-05-20T05:00:00Z,Helicopsis,8
2018-05-20T05:00:00Z,Heterocapsa rotundata,14836
2018-05-20T05:00:00Z,Laboea strobila,55
2018-05-20T05:00:00Z,Leptocylindrus,326
2018-05-20T05:00:00Z,Licmophora,1773
2018-05-20T05:00:00Z,Margalefidinium,12
2018-05-20T05:00:00Z,Mesodinium,161
2018-05-20T05:00:00Z,Odontella,9
2018-05-20T05:00:00Z,Paralia sulcata,53
2018-05-20T05:00:00Z,Pleurosigma,81
2018-05-20T05:00:00Z,pollen,12
2018-05-20T05:00:00Z,Polykrikos,31
2018-05-20T05:00:00Z,Prorocentrum,310
2018-05-20T05:00:00Z,Protoperidinium,132
2018-05-20T05:00:00Z,Protozoa,204356
2018-05-20T05:00:00Z,Pseudo-nitzschia,128
2018-05-20T05:00:00Z,Pyramimonas longicauda,8430
2018-05-20T05:00:00Z,Rhizosolenia,3
2018-05-20T05:00:00Z,Rhizosolenia delicatula,38
2018-05-20T05:00:00Z,Skeletonema,11519
2018-05-20T05:00:00Z,square unknown,287506
2018-05-20T05:00:00Z,Strobilidium,61
2018-05-20T05:00:00Z,Strombidium morphotype2,417
2018-05-20T05:00:00Z,Thalassionema,13
2018-05-20T05:00:00Z,Thalassiosira,130
2018-05-20T05:00:00Z,Tintinnina,16
2018-05-20T05:00:00Z,unclassified,345050
2018-05-20T05:00:00Z,unknown1,50
2018-05-20T05:00:00Z,unknown2,134534
2018-05-20T05:00:00Z,zooplankton,28
2018-05-27T05:00:00Z,Akashiwo,22
2018-05-27T05:00:00Z,Asterionella glacialis,316
2018-05-27T05:00:00Z,Bacillaria,152
2018-05-27T05:00:00Z,bad,2
2018-05-27T05:00:00Z,bead,215271
2018-05-27T05:00:00Z,Cerataulina bergonii,263
2018-05-27T05:00:00Z,Ceratium,17
2018-05-27T05:00:00Z,Chrysochromulina lanceolata,15
2018-05-27T05:00:00Z,Ciliophora,13683
2018-05-27T05:00:00Z,Corethron hystrix,218
2018-05-27T05:00:00Z,Coscinodiscus,8
2018-05-27T05:00:00Z,Cryptophyta,9231
2018-05-27T05:00:00Z,Cylindrotheca,6074
2018-05-27T05:00:00Z,detritus,8244
2018-05-27T05:00:00Z,Dictyocha,52
2018-05-27T05:00:00Z,Dinobryon,1003
2018-05-27T05:00:00Z,Dinophysis,985
2018-05-27T05:00:00Z,Ditylum brightwellii,254
2018-05-27T05:00:00Z,Eucampia,595
2018-05-27T05:00:00Z,Eucampia striata,4
2018-05-27T05:00:00Z,group chaetoceros curly,2493
2018-05-27T05:00:00Z,group chaetoceros single cell,18640
2018-05-27T05:00:00Z,group chaetoceros straight,8188
2018-05-27T05:00:00Z,group pennate,14771
2018-05-27T05:00:00Z,Guinardia blavyana var. blavyana,431
2018-05-27T05:00:00Z,Gyrodinium,296
2018-05-27T05:00:00Z,Helicopsis,25
2018-05-27T05:00:00Z,Heterocapsa rotundata,10189
2018-05-27T05:00:00Z,Laboea strobila,107
2018-05-27T05:00:00Z,Leptocylindrus,1793
2018-05-27T05:00:00Z,Licmophora,2242
2018-05-27T05:00:00Z,Margalefidinium,24
2018-05-27T05:00:00Z,Mesodinium,454
2018-05-27T05:00:00Z,Odontella,6
2018-05-27T05:00:00Z,Odontella mobiliensis,1
2018-05-27T05:00:00Z,Paralia sulcata,85
2018-05-27T05:00:00Z,Pleurosigma,155
2018-05-27T05:00:00Z,pollen,27
2018-05-27T05:00:00Z,Polykrikos,95
2018-05-27T05:00:00Z,Prorocentrum,567
2018-05-27T05:00:00Z,Protoperidinium,136
2018-05-27T05:00:00Z,Protozoa,314942
2018-05-27T05:00:00Z,Pseudo-nitzschia,664
2018-05-27T05:00:00Z,Pyramimonas longicauda,11825
2018-05-27T05:00:00Z,Rhizosolenia,24
2018-05-27T05:00:00Z,Rhizosolenia delicatula,70
2018-05-27T05:00:00Z,Skeletonema,119344
2018-05-27T05:00:00Z,square unknown,367845
2018-05-27T05:00:00Z,Strobilidium,172
2018-05-27T05:00:00Z,Strombidium morphotype2,535
2018-05-27T05:00:00Z,Thalassionema,41
2018-05-27T05:00:00Z,Thalassiosira,355
2018-05-27T05:00:00Z,Tintinnina,69
2018-05-27T05:00:00Z,unclassified,728729
2018-05-27T05:00:00Z,unknown1,98
2018-05-27T05:00:00Z,unknown2,147629
2018-05-27T05:00:00Z,zooplankton,26
2018-06-03T05:00:00Z,Akashiwo,21
2018-06-03T05:00:00Z,Asterionella glacialis,1279
2018-06-03T05:00:00Z,Bacillaria,128
2018-06-03T05:00:00Z,bad,4
2018-06-03T05:00:00Z,bead,355640
2018-06-03T05:00:00Z,Cerataulina bergonii,7171
2018-06-03T05:00:00Z,Ceratium,41
2018-06-03T05:00:00Z,Chrysochromulina lanceolata,5
2018-06-03T05:00:00Z,Ciliophora,9349
2018-06-03T05:00:00Z,Corethron hystrix,434
2018-06-03T05:00:00Z,Coscinodiscus,8
2018-06-03T05:00:00Z,Cryptophyta,17252
2018-06-03T05:00:00Z,Cylindrotheca,4807
2018-06-03T05:00:00Z,detritus,9755
2018-06-03T05:00:00Z,Dictyocha,102
2018-06-03T05:00:00Z,Dinobryon,1494
2018-06-03T05:00:00Z,Dinophysis,1035
2018-06-03T05:00:00Z,Ditylum brightwellii,1354
2018-06-03T05:00:00Z,Eucampia,1621
2018-06-03T05:00:00Z,Eucampia striata,38
2018-06-03T05:00:00Z,group chaetoceros curly,21601
2018-06-03T05:00:00Z,group chaetoceros single cell,15445
2018-06-03T05:00:00Z,group chaetoceros straight,10266
2018-06-03T05:00:00Z,group pennate,17893
2018-06-03T05:00:00Z,Guinardia blavyana var. blavyana,13138
2018-06-03T05:00:00Z,Gyrodinium,180
2018-06-03T05:00:00Z,Helicopsis,51
2018-06-03T05:00:00Z,Heterocapsa rotundata,16531
2018-06-03T05:00:00Z,Laboea strobila,9
2018-06-03T05:00:00Z,Leptocylindrus,11323
2018-06-03T05:00:00Z,Licmophora,1682
2018-06-03T05:00:00Z,Margalefidinium,14
2018-06-03T05:00:00Z,Mesodinium,1136
2018-06-03T05:00:00Z,Odontella,7
2018-06-03T05:00:00Z,Odontella mobiliensis,1
2018-06-03T05:00:00Z,Paralia sulcata,74
2018-06-03T05:00:00Z,Pleurosigma,128
2018-06-03T05:00:00Z,pollen,93
2018-06-03T05:00:00Z,Polykrikos,30
2018-06-03T05:00:00Z,Prorocentrum,1080
2018-06-03T05:00:00Z,Protoperidinium,159
2018-06-03T05:00:00Z,Protozoa,476506
2018-06-03T05:00:00Z,Pseudo-nitzschia,3300
2018-06-03T05:00:00Z,Pyramimonas longicauda,16759
2018-06-03T05:00:00Z,Rhizosolenia,97
2018-06-03T05:00:00Z,Rhizosolenia delicatula,147
2018-06-03T05:00:00Z,Skeletonema,15488
2018-06-03T05:00:00Z,square unknown,420610
2018-06-03T05:00:00Z,Strobilidium,83
2018-06-03T05:00:00Z,Strombidium morphotype2,642
2018-06-03T05:00:00Z,Thalassionema,115
2018-06-03T05:00:00Z,Thalassiosira,285
2018-06-03T05:00:00Z,Tintinnina,49
2018-06-03T05:00:00Z,unclassified,613880
2018-06-03T05:00:00Z,unknown1,118
2018-06-03T05:00:00Z,unknown2,184504
2018-06-03T05:00:00Z,zooplankton,82
2018-06-10T05:00:00Z,Akashiwo,36
2018-06-10T05:00:00Z,Asterionella glacialis,893
2018-06-10T05:00:00Z,Bacillaria,177
2018-06-10T05:00:00Z,bad,2
2018-06-10T05:00:00Z,bead,225995
2018-06-10T05:00:00Z,bubble,1
2018-06-10T05:00:00Z,Cerataulina bergonii,18558
2018-06-10T05:00:00Z,Ceratium,165
2018-06-10T05:00:00Z,Chrysochromulina lanceolata,9
2018-06-10T05:00:00Z,Ciliophora,4601
2018-06-10T05:00:00Z,Corethron hystrix,452
2018-06-10T05:00:00Z,Coscinodiscus,5
2018-06-10T05:00:00Z,Cryptophyta,9119
2018-06-10T05:00:00Z,Cylindrotheca,8445
2018-06-10T05:00:00Z,detritus,4170
2018-06-10T05:00:00Z,Dictyocha,171
2018-06-10T05:00:00Z,Dinobryon,1022
2018-06-10T05:00:00Z,Dinophysis,1130
2018-06-10T05:00:00Z,Ditylum brightwellii,1448
2018-06-10T05:00:00Z,Eucampia,1042
2018-06-10T05:00:00Z,Eucampia striata,44
2018-06-10T05:00:00Z,group chaetoceros curly,6259
2018-06-10T05:00:00Z,group chaetoceros single cell,17361
2018-06-10T05:00:00Z,group chaetoceros straight,8431
2018-06-10T05:00:00Z,group pennate,20302
2018-06-10T05:00:00Z,Guinardia blavyana var. blavyana,27493
2018-06-10T05:00:00Z,Gyrodinium,85
2018-06-10T05:00:00Z,Helicopsis,54
2018-06-10T05:00:00Z,Heterocapsa rotundata,6375
2018-06-10T05:00:00Z,Laboea strobila,3
2018-06-10T05:00:00Z,Leptocylindrus,20764
2018-06-10T05:00:00Z,Licmophora,983
2018-06-10T05:00:00Z,Margalefidinium,28
2018-06-10T05:00:00Z,Mesodinium,193
2018-06-10T05:00:00Z,Odontella,5
2018-06-10T05:00:00Z,Odontella mobiliensis,1
2018-06-10T05:00:00Z,Paralia sulcata,113
2018-06-10T05:00:00Z,Pleurosigma,242
2018-06-10T05:00:00Z,pollen,96
2018-06-10T05:00:00Z,Polykrikos,8
2018-06-10T05:00:00Z,Prorocentrum,785
2018-06-10T05:00:00Z,Protoperidinium,72
2018-06-10T05:00:00Z,Protozoa,532663
2018-06-10T05:00:00Z,Pseudo-nitzschia,4088
2018-06-10T05:00:00Z,Pyramimonas longicauda,12768
2018-06-10T05:00:00Z,Rhizosolenia,140
2018-06-10T05:00:00Z,Rhizosolenia delicatula,882
2018-06-10T05:00:00Z,Skeletonema,19889
2018-06-10T05:00:00Z,square unknown,342874
2018-06-10T05:00:00Z,Strobilidium,18
2018-06-10T05:00:00Z,Strombidium morphotype2,260
2018-06-10T05:00:00Z,Thalassionema,64
2018-06-10T05:00:00Z,Thalassiosira,69
2018-06-10T05:00:00Z,Tintinnina,20
2018-06-10T05:00:00Z,unclassified,566204
2018-06-10T05:00:00Z,unknown1,57
2018-06-10T05:00:00Z,unknown2,189245
2018-06-10T05:00:00Z,zooplankton,43
2018-06-17T05:00:00Z,Akashiwo,7
2018-06-17T05:00:00Z,Asterionella glacialis,468
2018-06-17T05:00:00Z,Bacillaria,52
2018-06-17T05:00:00Z,bead,1577
2018-06-17T05:00:00Z,Cerataulina bergonii,96760
2018-06-17T05:00:00Z,Ceratium,126
2018-06-17T05:00:00Z,Chrysochromulina lanceolata,4
2018-06-17T05:00:00Z,Ciliophora,933
2018-06-17T05:00:00Z,Corethron hystrix,135
2018-06-17T05:00:00Z,Coscinodiscus,5
2018-06-17T05:00:00Z,Cryptophyta,2285
2018-06-17T05:00:00Z,Cylindrotheca,13494
2018-06-17T05:00:00Z,detritus,1482
2018-06-17T05:00:00Z,Dictyocha,68
2018-06-17T05:00:00Z,Dinobryon,365
2018-06-17T05:00:00Z,Dinophysis,2591
2018-06-17T05:00:00Z,Ditylum brightwellii,1667
2018-06-17T05:00:00Z,Eucampia,585
2018-06-17T05:00:00Z,Eucampia striata,1
2018-06-17T05:00:00Z,group chaetoceros curly,269
2018-06-17T05:00:00Z,group chaetoceros single cell,4494
2018-06-17T05:00:00Z,group chaetoceros straight,11303
2018-06-17T05:00:00Z,group pennate,17944
2018-06-17T05:00:00Z,Guinardia blavyana var. blavyana,79908
2018-06-17T05:00:00Z,Gyrodinium,21
2018-06-17T05:00:00Z,Helicopsis,28
2018-06-17T05:00:00Z,Heterocapsa rotundata,2823
2018-06-17T05:00:00Z,Leptocylindrus,23144
2018-06-17T05:00:00Z,Licmophora,206
2018-06-17T05:00:00Z,Margalefidinium,40
2018-06-17T05:00:00Z,Mesodinium,4
2018-06-17T05:00:00Z,Paralia sulcata,41
2018-06-17T05:00:00Z,Pleurosigma,229
2018-06-17T05:00:00Z,pollen,22
2018-06-17T05:00:00Z,Polykrikos,1
2018-06-17T05:00:00Z,Prorocentrum,496
2018-06-17T05:00:00Z,Protoperidinium,8
2018-06-17T05:00:00Z,Protozoa,521181
2018-06-17T05:00:00Z,Pseudo-nitzschia,882
2018-06-17T05:00:00Z,Pyramimonas longicauda,1662
2018-06-17T05:00:00Z,Rhizosolenia,173
2018-06-17T05:00:00Z,Rhizosolenia delicatula,1053
2018-06-17T05:00:00Z,Skeletonema,24600
2018-06-17T05:00:00Z,square unknown,490630
2018-06-17T05:00:00Z,Strombidium morphotype2,2
2018-06-17T05:00:00Z,Thalassionema,43
2018-06-17T05:00:00Z,Tintinnina,1
2018-06-17T05:00:00Z,unclassified,746006
2018-06-17T05:00:00Z,unknown1,29
2018-06-17T05:00:00Z,unknown2,195539
2018-06-17T05:00:00Z,zooplankton,26
2018-06-24T05:00:00Z,Akashiwo,9
2018-06-24T05:00:00Z,Asterionella glacialis,117
2018-06-24T05:00:00Z,Bacillaria,41
2018-06-24T05:00:00Z,bead,1861
2018-06-24T05:00:00Z,Cerataulina bergonii,76447
2018-06-24T05:00:00Z,Ceratium,213
2018-06-24T05:00:00Z,Chrysochromulina lanceolata,1
2018-06-24T05:00:00Z,Ciliophora,875
2018-06-24T05:00:00Z,Corethron hystrix,140
2018-06-24T05:00:00Z,Coscinodiscus,1
2018-06-24T05:00:00Z,Cryptophyta,1253
2018-06-24T05:00:00Z,Cylindrotheca,12184
2018-06-24T05:00:00Z,detritus,1333
2018-06-24T05:00:00Z,Dictyocha,21
2018-06-24T05:00:00Z,Dinobryon,484
2018-06-24T05:00:00Z,Dinophysis,2245
2018-06-24T05:00:00Z,Ditylum brightwellii,499
2018-06-24T05:00:00Z,Eucampia,347
2018-06-24T05:00:00Z,Eucampia striata,4
2018-06-24T05:00:00Z,group chaetoceros curly,28
2018-06-24T05:00:00Z,group chaetoceros single cell,1559
2018-06-24T05:00:00Z,group chaetoceros straight,4886
2018-06-24T05:00:00Z,group pennate,17939
2018-06-24T05:00:00Z,Guinardia blavyana var. blavyana,24855
2018-06-24T05:00:00Z,Gyrodinium,15
2018-06-24T05:00:00Z,Helicopsis,18
2018-06-24T05:00:00Z,Heterocapsa rotundata,2237
2018-06-24T05:00:00Z,Leptocylindrus,22992
2018-06-24T05:00:00Z,Licmophora,154
2018-06-24T05:00:00Z,Margalefidinium,35
2018-06-24T05:00:00Z,Mesodinium,1
2018-06-24T05:00:00Z,Paralia sulcata,54
2018-06-24T05:00:00Z,Pleurosigma,249
2018-06-24T05:00:00Z,pollen,13
2018-06-24T05:00:00Z,Prorocentrum,301
2018-06-24T05:00:00Z,Protoperidinium,5
2018-06-24T05:00:00Z,Protozoa,597319
2018-06-24T05:00:00Z,Pseudo-nitzschia,407
2018-06-24T05:00:00Z,Pyramimonas longicauda,1070
2018-06-24T05:00:00Z,Rhizosolenia,138
2018-06-24T05:00:00Z,Rhizosolenia delicatula,1331
2018-06-24T05:00:00Z,Skeletonema,22760
2018-06-24T05:00:00Z,square unknown,391668
2018-06-24T05:00:00Z,Strombidium morphotype2,7
2018-06-24T05:00:00Z,Thalassionema,35
2018-06-24T05:00:00Z,Thalassiosira,1
2018-06-24T05:00:00Z,unclassified,571229
2018-06-24T05:00:00Z,unknown1,31
2018-06-24T05:00:00Z,unknown2,162930
2018-06-24T05:00:00Z,zooplankton,13
2018-07-01T05:00:00Z,Akashiwo,1
2018-07-01T05:00:00Z,Asterionella glacialis,30
2018-07-01T05:00:00Z,Bacillaria,7
2018-07-01T05:00:00Z,bead,2508
2018-07-01T05:00:00Z,Cerataulina bergonii,10607
2018-07-01T05:00:00Z,Ceratium,302
2018-07-01T05:00:00Z,Chrysochromulina lanceolata,7
2018-07-01T05:00:00Z,Ciliophora,1059
2018-07-01T05:00:00Z,Corethron hystrix,17
2018-07-01T05:00:00Z,Coscinodiscus,6
2018-07-01T05:00:00Z,Cryptophyta,2718
2018-07-01T05:00:00Z,Cylindrotheca,16096
2018-07-01T05:00:00Z,detritus,1467
2018-07-01T05:00:00Z,Dictyocha,10
2018-07-01T05:00:00Z,Dinobryon,226
2018-07-01T05:00:00Z,Dinophysis,508
2018-07-01T05:00:00Z,Ditylum brightwellii,143
2018-07-01T05:00:00Z,Eucampia,321
2018-07-01T05:00:00Z,group chaetoceros curly,16
2018-07-01T05:00:00Z,group chaetoceros single cell,592
2018-07-01T05:00:00Z,group chaetoceros straight,5390
2018-07-01T05:00:00Z,group pennate,28319
2018-07-01T05:00:00Z,Guinardia blavyana var. blavyana,79
2018-07-01T05:00:00Z,Gyrodinium,4
2018-07-01T05:00:00Z,Helicopsis,12
2018-07-01T05:00:00Z,Heterocapsa rotundata,680
2018-07-01T05:00:00Z,Leptocylindrus,13619
2018-07-01T05:00:00Z,Licmophora,90
2018-07-01T05:00:00Z,Margalefidinium,29
2018-07-01T05:00:00Z,Paralia sulcata,14
2018-07-01T05:00:00Z,Pleurosigma,106
2018-07-01T05:00:00Z,pollen,5
2018-07-01T05:00:00Z,Prorocentrum,185
2018-07-01T05:00:00Z,Protoperidinium,6
2018-07-01T05:00:00Z,Protozoa,622526
2018-07-01T05:00:00Z,Pseudo-nitzschia,242
2018-07-01T05:00:00Z,Pyramimonas longicauda,902
2018-07-01T05:00:00Z,Rhizosolenia,80
2018-07-01T05:00:00Z,Rhizosolenia delicatula,68
2018-07-01T05:00:00Z,Skeletonema,24119
2018-07-01T05:00:00Z,square unknown,695962
2018-07-01T05:00:00Z,Strombidium morphotype2,6
2018-07-01T05:00:00Z,Thalassionema,22
2018-07-01T05:00:00Z,Thalassiosira,2
2018-07-01T05:00:00Z,unclassified,846373
2018-07-01T05:00:00Z,unknown1,45
2018-07-01T05:00:00Z,unknown2,250929
2018-07-01T05:00:00Z,zooplankton,17
2018-07-08T05:00:00Z,Asterionella glacialis,19
2018-07-08T05:00:00Z,Bacillaria,15
2018-07-08T05:00:00Z,bead,4408
2018-07-08T05:00:00Z,Cerataulina bergonii,1671
2018-07-08T05:00:00Z,Ceratium,106
2018-07-08T05:00:00Z,Chrysochromulina lanceolata,1
2018-07-08T05:00:00Z,Ciliophora,887
2018-07-08T05:00:00Z,Corethron hystrix,30
2018-07-08T05:00:00Z,Coscinodiscus,8
2018-07-08T05:00:00Z,Cryptophyta,2918
2018-07-08T05:00:00Z,Cylindrotheca,8801
2018-07-08T05:00:00Z,detritus,1225
2018-07-08T05:00:00Z,Dictyocha,24
2018-07-08T05:00:00Z,Dinobryon,82
2018-07-08T05:00:00Z,Dinophysis,229
2018-07-08T05:00:00Z,Ditylum brightwellii,44
2018-07-08T05:00:00Z,Eucampia,247
2018-07-08T05:00:00Z,group chaetoceros curly,15
2018-07-08T05:00:00Z,group chaetoceros single cell,326
2018-07-08T05:00:00Z,group chaetoceros straight,2534
2018-07-08T05:00:00Z,group pennate,24059
2018-07-08T05:00:00Z,Guinardia blavyana var. blavyana,7
2018-07-08T05:00:00Z,Gyrodinium,2
2018-07-08T05:00:00Z,Helicopsis,6
2018-07-08T05:00:00Z,Heterocapsa rotundata,567
2018-07-08T05:00:00Z,Leptocylindrus,3344
2018-07-08T05:00:00Z,Licmophora,84
2018-07-08T05:00:00Z,Margalefidinium,49
2018-07-08T05:00:00Z,Mesodinium,1
2018-07-08T05:00:00Z,Paralia sulcata,27
2018-07-08T05:00:00Z,Pleurosigma,76
2018-07-08T05:00:00Z,pollen,9
2018-07-08T05:00:00Z,Polykrikos,3
2018-07-08T05:00:00Z,Prorocentrum,206
2018-07-08T05:00:00Z,Protoperidinium,3
2018-07-08T05:00:00Z,Protozoa,684616
2018-07-08T05:00:00Z,Pseudo-nitzschia,208
2018-07-08T05:00:00Z,Pyramimonas longicauda,845
2018-07-08T05:00:00Z,Rhizosolenia,68
2018-07-08T05:00:00Z,Rhizosolenia delicatula,81
2018-07-08T05:00:00Z,Skeletonema,6071
2018-07-08T05:00:00Z,square unknown,770670
2018-07-08T05:00:00Z,Strombidium morphotype2,6
2018-07-08T05:00:00Z,Thalassionema,83
2018-07-08T05:00:00Z,unclassified,697225
2018-07-08T05:00:00Z,unknown1,21
2018-07-08T05:00:00Z,unknown2,256041
2018-07-08T05:00:00Z,zooplankton,27
2018-07-15T05:00:00Z,Akashiwo,2
2018-07-15T05:00:00Z,Asterionella glacialis,3
2018-07-15T05:00:00Z,Bacillaria,15
2018-07-15T05:00:00Z,bead,1472
2018-07-15T05:00:00Z,bubble,1
2018-07-15T05:00:00Z,Cerataulina bergonii,930
2018-07-15T05:00:00Z,Ceratium,14
2018-07-15T05:00:00Z,Ciliophora,615
2018-07-15T05:00:00Z,Corethron hystrix,14
2018-07-15T05:00:00Z,Coscinodiscus,1
2018-07-15T05:00:00Z,Cryptophyta,583
2018-07-15T05:00:00Z,Cylindrotheca,6113
2018-07-15T05:00:00Z,detritus,1409
2018-07-15T05:00:00Z,Dictyocha,7
2018-07-15T05:00:00Z,Dinobryon,59
2018-07-15T05:00:00Z,Dinophysis,88
2018-07-15T05:00:00Z,Ditylum brightwellii,4
2018-07-15T05:00:00Z,Eucampia,226
2018-07-15T05:00:00Z,group chaetoceros curly,8
2018-07-15T05:00:00Z,group chaetoceros single cell,329
2018-07-15T05:00:00Z,group chaetoceros straight,1298
2018-07-15T05:00:00Z,group pennate,15931
2018-07-15T05:00:00Z,Guinardia blavyana var. blavyana,2
2018-07-15T05:00:00Z,Gyrodinium,1
2018-07-15T05:00:00Z,Heterocapsa rotundata,280
2018-07-15T05:00:00Z,Leptocylindrus,2126
2018-07-15T05:00:00Z,Licmophora,40
2018-07-15T05:00:00Z,Margalefidinium,13
2018-07-15T05:00:00Z,Mesodinium,2
2018-07-15T05:00:00Z,Paralia sulcata,16
2018-07-15T05:00:00Z,Pleurosigma,61
2018-07-15T05:00:00Z,pollen,12
2018-07-15T05:00:00Z,Polykrikos,2
2018-07-15T05:00:00Z,Prorocentrum,126
2018-07-15T05:00:00Z,Protoperidinium,4
2018-07-15T05:00:00Z,Protozoa,296883
2018-07-15T05:00:00Z,Pseudo-nitzschia,278
2018-07-15T05:00:00Z,Pyramimonas longicauda,478
2018-07-15T05:00:00Z,Rhizosolenia,34
2018-07-15T05:00:00Z,Rhizosolenia delicatula,63
2018-07-15T05:00:00Z,Skeletonema,5744
2018-07-15T05:00:00Z,square unknown,352740
2018-07-15T05:00:00Z,Strobilidium,1
2018-07-15T05:00:00Z,Strombidium morphotype2,10
2018-07-15T05:00:00Z,Thalassionema,218
2018-07-15T05:00:00Z,unclassified,356246
2018-07-15T05:00:00Z,unknown1,204
2018-07-15T05:00:00Z,unknown2,129163
2018-07-15T05:00:00Z,zooplankton,20
2018-07-22T05:00:00Z,Asterionella glacialis,29
2018-07-22T05:00:00Z,Bacillaria,7
2018-07-22T05:00:00Z,bad,1
2018-07-22T05:00:00Z,bead,199
2018-07-22T05:00:00Z,Cerataulina bergonii,4065
2018-07-22T05:00:00Z,Ceratium,4
2018-07-22T05:00:00Z,Chrysochromulina lanceolata,1
2018-07-22T05:00:00Z,Ciliophora,998
2018-07-22T05:00:00Z,Corethron hystrix,549
2018-07-22T05:00:00Z,Coscinodiscus,2
2018-07-22T05:00:00Z,Cryptophyta,1839
2018-07-22T05:00:00Z,Cylindrotheca,36452
2018-07-22T05:00:00Z,detritus,845
2018-07-22T05:00:00Z,Dictyocha,1
2018-07-22T05:00:00Z,Dinobryon,346
2018-07-22T05:00:00Z,Dinophysis,105
2018-07-22T05:00:00Z,Ditylum brightwellii,4
2018-07-22T05:00:00Z,Eucampia,8464
2018-07-22T05:00:00Z,Eucampia striata,12
2018-07-22T05:00:00Z,group chaetoceros curly,110
2018-07-22T05:00:00Z,group chaetoceros single cell,568
2018-07-22T05:00:00Z,group chaetoceros straight,7799
2018-07-22T05:00:00Z,group pennate,10582
2018-07-22T05:00:00Z,Guinardia blavyana var. blavyana,10
2018-07-22T05:00:00Z,Gyrodinium,38
2018-07-22T05:00:00Z,Heterocapsa rotundata,212
2018-07-22T05:00:00Z,Leptocylindrus,11090
2018-07-22T05:00:00Z,Licmophora,56
2018-07-22T05:00:00Z,Margalefidinium,6
2018-07-22T05:00:00Z,Mesodinium,21
2018-07-22T05:00:00Z,Paralia sulcata,13
2018-07-22T05:00:00Z,Pleurosigma,74
